Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD8396,Chennai,XYZ University,2nd,Web Development,Google Form
LD8397,Chennai,XYZ University,2nd,Robotics,Mass-Mailing
LD8398,Ahmedabad,GHI University,2nd,Data Science,Google Form
LD8399,Kolkata,PQR College,3rd,Electric Vehicle,Instagram
LD8400,Chennai,GHI University,4th,Electric Vehicle,College Collaboration
LD8401,Mumbai,XYZ University,2nd,Robotics,Google Form
LD8402,Pune,XYZ University,3rd,Robotics,College Collaboration
LD8403,Surat,DEF Academy,4th,Robotics,Instagram
LD8404,Mumbai,GHI University,3rd,Electric Vehicle,Whatsapp
LD8405,Ahmedabad,ABC Institute,3rd,Data Science,Instagram
LD8406,Mumbai,PQR College,4th,Electric Vehicle,Mass-Mailing
LD8407,Pune,XYZ University,3rd,Web Development,Mass-Mailing
LD8408,Chennai,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD8409,Chennai,ABC Institute,1st,AI,Google Form
LD8410,Kolkata,XYZ University,4th,Electric Vehicle,Mass-Mailing
LD8411,Chennai,XYZ University,1st,Electric Vehicle,Mass-Mailing
LD8412,Mumbai,PQR College,1st,Electric Vehicle,College Collaboration
LD8413,Surat,ABC Institute,3rd,Robotics,Mass-Mailing
LD8414,Kolkata,DEF Academy,1st,Web Development,LinkedIn
LD8415,Mumbai,ABC Institute,2nd,Web Development,LinkedIn
LD8416,Delhi,ABC Institute,1st,Electric Vehicle,Instagram
LD8417,Chennai,GHI University,1st,Robotics,Mass-Mailing
LD8418,Mumbai,ABC Institute,3rd,Web Development,College Collaboration
LD8419,Delhi,XYZ University,4th,AI,College Collaboration
LD8420,Mumbai,ABC Institute,3rd,Robotics,Mass-Mailing
LD8421,Kolkata,ABC Institute,4th,AI,LinkedIn
LD8422,Delhi,DEF Academy,1st,AI,Whatsapp
LD8423,Ahmedabad,PQR College,1st,AI,College Collaboration
LD8424,Pune,GHI University,2nd,Electric Vehicle,Instagram
LD8425,Ahmedabad,PQR College,2nd,Electric Vehicle,Mass-Mailing
LD8426,Delhi,ABC Institute,1st,Robotics,College Collaboration
LD8427,Kolkata,XYZ University,3rd,Robotics,College Collaboration
LD8428,Pune,XYZ University,2nd,Robotics,Whatsapp
LD8429,Chennai,DEF Academy,1st,AI,Instagram
LD8430,Kolkata,DEF Academy,1st,Robotics,Whatsapp
LD8431,Pune,GHI University,1st,Electric Vehicle,LinkedIn
LD8432,Ahmedabad,XYZ University,2nd,AI,Instagram
LD8433,Kolkata,GHI University,3rd,Data Science,Mass-Mailing
LD8434,Mumbai,PQR College,1st,Electric Vehicle,LinkedIn
LD8435,Pune,DEF Academy,1st,Data Science,LinkedIn
LD8436,Kolkata,XYZ University,4th,Robotics,Google Form
LD8437,Delhi,PQR College,3rd,Electric Vehicle,College Collaboration
LD8438,Ahmedabad,ABC Institute,4th,Web Development,Instagram
LD8439,Kolkata,GHI University,1st,Robotics,Mass-Mailing
LD8440,Chennai,ABC Institute,4th,Data Science,Instagram
LD8441,Surat,DEF Academy,3rd,Data Science,College Collaboration
LD8442,Pune,XYZ University,4th,Robotics,Whatsapp
LD8443,Surat,DEF Academy,1st,AI,Instagram
LD8444,Mumbai,XYZ University,3rd,Robotics,Google Form
LD8445,Delhi,ABC Institute,2nd,AI,Instagram
LD8446,Kolkata,DEF Academy,2nd,Data Science,College Collaboration
LD8447,Ahmedabad,XYZ University,3rd,Web Development,Google Form
LD8448,Surat,XYZ University,2nd,Electric Vehicle,LinkedIn
LD8449,Ahmedabad,ABC Institute,2nd,Web Development,Google Form
LD8450,Surat,GHI University,4th,Robotics,Whatsapp
LD8451,Surat,PQR College,4th,Web Development,Google Form
LD8452,Ahmedabad,XYZ University,1st,AI,Mass-Mailing
LD8453,Surat,XYZ University,1st,Robotics,Mass-Mailing
LD8454,Chennai,GHI University,2nd,Robotics,LinkedIn
LD8455,Chennai,XYZ University,3rd,Web Development,College Collaboration
LD8456,Ahmedabad,GHI University,3rd,Electric Vehicle,Whatsapp
LD8457,Mumbai,XYZ University,3rd,AI,LinkedIn
LD8458,Pune,XYZ University,4th,AI,College Collaboration
LD8459,Ahmedabad,XYZ University,3rd,AI,LinkedIn
LD8460,Delhi,PQR College,1st,Web Development,LinkedIn
LD8461,Mumbai,DEF Academy,2nd,Web Development,LinkedIn
LD8462,Kolkata,DEF Academy,1st,AI,Whatsapp
LD8463,Mumbai,GHI University,1st,Data Science,Google Form
LD8464,Chennai,DEF Academy,1st,Data Science,Google Form
LD8465,Surat,XYZ University,1st,AI,LinkedIn
LD8466,Chennai,GHI University,4th,Electric Vehicle,Whatsapp
LD8467,Ahmedabad,ABC Institute,3rd,Robotics,College Collaboration
LD8468,Chennai,XYZ University,3rd,AI,College Collaboration
LD8469,Pune,GHI University,1st,Electric Vehicle,Whatsapp
LD8470,Delhi,ABC Institute,3rd,Web Development,Instagram
LD8471,Surat,DEF Academy,1st,Robotics,LinkedIn
LD8472,Delhi,XYZ University,1st,AI,Mass-Mailing
LD8473,Chennai,PQR College,1st,Data Science,College Collaboration
LD8474,Kolkata,GHI University,3rd,Web Development,Instagram
LD8475,Ahmedabad,PQR College,2nd,Data Science,Mass-Mailing
LD8476,Chennai,PQR College,4th,Data Science,Whatsapp
LD8477,Pune,ABC Institute,2nd,Web Development,College Collaboration
LD8478,Mumbai,ABC Institute,3rd,AI,College Collaboration
LD8479,Chennai,ABC Institute,3rd,Web Development,College Collaboration
LD8480,Chennai,DEF Academy,4th,AI,College Collaboration
LD8481,Chennai,ABC Institute,4th,AI,Instagram
LD8482,Chennai,GHI University,2nd,Data Science,LinkedIn
LD8483,Kolkata,ABC Institute,2nd,Data Science,College Collaboration
LD8484,Ahmedabad,XYZ University,1st,Data Science,Instagram
LD8485,Kolkata,DEF Academy,1st,AI,Instagram
LD8486,Ahmedabad,GHI University,3rd,Electric Vehicle,Google Form
LD8487,Mumbai,XYZ University,3rd,Data Science,Whatsapp
LD8488,Mumbai,PQR College,4th,Robotics,Mass-Mailing
LD8489,Delhi,ABC Institute,1st,Robotics,Instagram
LD8490,Kolkata,DEF Academy,2nd,Robotics,Whatsapp
LD8491,Mumbai,XYZ University,3rd,Electric Vehicle,Whatsapp
LD8492,Surat,GHI University,4th,Web Development,College Collaboration
LD8493,Pune,DEF Academy,3rd,Web Development,Whatsapp
LD8494,Pune,ABC Institute,1st,Data Science,Instagram
LD8495,Chennai,ABC Institute,3rd,Data Science,Instagram
LD8496,Mumbai,XYZ University,1st,Electric Vehicle,Instagram
LD8497,Delhi,GHI University,2nd,Electric Vehicle,Mass-Mailing
LD8498,Ahmedabad,ABC Institute,4th,Data Science,College Collaboration
LD8499,Delhi,ABC Institute,2nd,Data Science,College Collaboration
LD8500,Chennai,PQR College,1st,Web Development,Mass-Mailing
LD8501,Kolkata,ABC Institute,3rd,Data Science,College Collaboration
LD8502,Kolkata,XYZ University,1st,Electric Vehicle,College Collaboration
LD8503,Delhi,GHI University,4th,Electric Vehicle,Google Form
LD8504,Surat,PQR College,1st,Data Science,College Collaboration
LD8505,Kolkata,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD8506,Pune,DEF Academy,2nd,AI,Whatsapp
LD8507,Kolkata,GHI University,2nd,AI,LinkedIn
LD8508,Ahmedabad,GHI University,4th,Robotics,Google Form
LD8509,Pune,PQR College,4th,AI,Mass-Mailing
LD8510,Mumbai,PQR College,1st,AI,Instagram
LD8511,Kolkata,XYZ University,2nd,Web Development,College Collaboration
LD8512,Pune,XYZ University,3rd,Web Development,Whatsapp
LD8513,Chennai,DEF Academy,3rd,Robotics,Mass-Mailing
LD8514,Kolkata,XYZ University,1st,Web Development,Whatsapp
LD8515,Surat,ABC Institute,4th,Data Science,College Collaboration
LD8516,Surat,XYZ University,4th,Web Development,Google Form
LD8517,Ahmedabad,XYZ University,3rd,Robotics,Google Form
LD8518,Ahmedabad,PQR College,2nd,Electric Vehicle,College Collaboration
LD8519,Mumbai,PQR College,4th,Data Science,Google Form
LD8520,Delhi,PQR College,3rd,Web Development,Google Form
LD8521,Delhi,GHI University,2nd,Electric Vehicle,Whatsapp
LD8522,Ahmedabad,GHI University,3rd,Electric Vehicle,LinkedIn
LD8523,Kolkata,ABC Institute,2nd,Electric Vehicle,Whatsapp
LD8524,Kolkata,GHI University,3rd,Data Science,College Collaboration
LD8525,Kolkata,DEF Academy,3rd,AI,Instagram
LD8526,Chennai,ABC Institute,1st,Web Development,LinkedIn
LD8527,Kolkata,DEF Academy,1st,Robotics,Google Form
LD8528,Mumbai,PQR College,1st,Data Science,Mass-Mailing
LD8529,Mumbai,PQR College,2nd,Robotics,College Collaboration
LD8530,Pune,DEF Academy,2nd,Robotics,Google Form
LD8531,Delhi,PQR College,3rd,Web Development,College Collaboration
LD8532,Mumbai,GHI University,4th,Web Development,Mass-Mailing
LD8533,Surat,ABC Institute,1st,AI,Mass-Mailing
LD8534,Mumbai,XYZ University,3rd,AI,Whatsapp
LD8535,Chennai,ABC Institute,1st,Web Development,Whatsapp
LD8536,Delhi,PQR College,4th,Robotics,Mass-Mailing
LD8537,Kolkata,GHI University,2nd,Data Science,Instagram
LD8538,Mumbai,PQR College,1st,Web Development,Mass-Mailing
LD8539,Chennai,XYZ University,4th,Robotics,Whatsapp
LD8540,Chennai,GHI University,1st,Web Development,Instagram
LD8541,Pune,PQR College,4th,Electric Vehicle,Google Form
LD8542,Chennai,ABC Institute,4th,Web Development,LinkedIn
LD8543,Kolkata,GHI University,1st,Electric Vehicle,LinkedIn
LD8544,Kolkata,PQR College,3rd,Robotics,Instagram
LD8545,Ahmedabad,PQR College,1st,Electric Vehicle,Google Form
LD8546,Surat,XYZ University,2nd,Robotics,Google Form
LD8547,Delhi,PQR College,2nd,Electric Vehicle,College Collaboration
LD8548,Ahmedabad,GHI University,2nd,Data Science,College Collaboration
LD8549,Surat,GHI University,2nd,AI,Mass-Mailing
LD8550,Ahmedabad,XYZ University,1st,Data Science,LinkedIn
LD8551,Mumbai,GHI University,2nd,AI,College Collaboration
LD8552,Kolkata,GHI University,2nd,Robotics,Whatsapp
LD8553,Chennai,GHI University,3rd,AI,LinkedIn
LD8554,Chennai,PQR College,4th,Robotics,Instagram
LD8555,Pune,DEF Academy,3rd,Electric Vehicle,College Collaboration
LD8556,Surat,DEF Academy,3rd,AI,LinkedIn
LD8557,Surat,GHI University,3rd,Electric Vehicle,Google Form
LD8558,Ahmedabad,ABC Institute,2nd,Web Development,Whatsapp
LD8559,Surat,GHI University,1st,AI,Instagram
LD8560,Ahmedabad,DEF Academy,2nd,Data Science,Google Form
LD8561,Surat,ABC Institute,1st,Web Development,College Collaboration
LD8562,Delhi,XYZ University,3rd,Electric Vehicle,College Collaboration
LD8563,Chennai,DEF Academy,4th,Web Development,LinkedIn
LD8564,Mumbai,ABC Institute,3rd,Robotics,College Collaboration
LD8565,Mumbai,PQR College,3rd,Web Development,Instagram
LD8566,Pune,PQR College,1st,Web Development,Mass-Mailing
LD8567,Pune,XYZ University,3rd,Web Development,Instagram
LD8568,Ahmedabad,PQR College,2nd,Data Science,Mass-Mailing
LD8569,Mumbai,XYZ University,3rd,AI,College Collaboration
LD8570,Mumbai,GHI University,3rd,Data Science,Google Form
LD8571,Kolkata,ABC Institute,3rd,Data Science,Mass-Mailing
LD8572,Pune,DEF Academy,2nd,Robotics,Instagram
LD8573,Kolkata,DEF Academy,4th,Robotics,College Collaboration
LD8574,Surat,ABC Institute,1st,Data Science,Google Form
LD8575,Ahmedabad,DEF Academy,3rd,AI,LinkedIn
LD8576,Pune,DEF Academy,3rd,Web Development,Google Form
LD8577,Mumbai,DEF Academy,3rd,AI,LinkedIn
LD8578,Kolkata,DEF Academy,1st,Data Science,College Collaboration
LD8579,Chennai,XYZ University,1st,AI,Mass-Mailing
LD8580,Chennai,GHI University,4th,Robotics,College Collaboration
LD8581,Delhi,ABC Institute,1st,Electric Vehicle,College Collaboration
LD8582,Delhi,DEF Academy,1st,Robotics,Google Form
LD8583,Chennai,XYZ University,4th,Web Development,College Collaboration
LD8584,Ahmedabad,ABC Institute,3rd,Web Development,College Collaboration
LD8585,Mumbai,DEF Academy,2nd,Data Science,Whatsapp
LD8586,Pune,ABC Institute,4th,Electric Vehicle,LinkedIn
LD8587,Chennai,PQR College,3rd,Electric Vehicle,College Collaboration
LD8588,Ahmedabad,DEF Academy,2nd,Data Science,College Collaboration
LD8589,Chennai,PQR College,1st,Robotics,Instagram
LD8590,Delhi,DEF Academy,1st,Web Development,Mass-Mailing
LD8591,Delhi,DEF Academy,3rd,Robotics,College Collaboration
LD8592,Kolkata,DEF Academy,4th,Electric Vehicle,Whatsapp
LD8593,Chennai,PQR College,3rd,Robotics,College Collaboration
LD8594,Ahmedabad,XYZ University,3rd,Robotics,Mass-Mailing
LD8595,Surat,PQR College,4th,Web Development,Google Form
LD8596,Chennai,GHI University,2nd,AI,LinkedIn
LD8597,Delhi,DEF Academy,1st,Web Development,Whatsapp
LD8598,Mumbai,ABC Institute,2nd,Robotics,LinkedIn
LD8599,Pune,ABC Institute,3rd,AI,Mass-Mailing
LD8600,Delhi,XYZ University,2nd,Robotics,LinkedIn
LD8601,Delhi,GHI University,1st,Data Science,Whatsapp
LD8602,Kolkata,DEF Academy,4th,AI,LinkedIn
LD8603,Surat,GHI University,3rd,Web Development,Instagram
LD8604,Kolkata,GHI University,1st,Data Science,Mass-Mailing
LD8605,Surat,GHI University,3rd,Data Science,Mass-Mailing
LD8606,Ahmedabad,PQR College,2nd,Data Science,LinkedIn
LD8607,Kolkata,PQR College,2nd,AI,Google Form
LD8608,Kolkata,GHI University,3rd,Data Science,Instagram
LD8609,Mumbai,GHI University,1st,Electric Vehicle,Whatsapp
LD8610,Kolkata,PQR College,1st,Electric Vehicle,Mass-Mailing
LD8611,Mumbai,ABC Institute,4th,Electric Vehicle,Whatsapp
LD8612,Delhi,DEF Academy,3rd,AI,Mass-Mailing
LD8613,Ahmedabad,PQR College,4th,Robotics,Whatsapp
LD8614,Kolkata,XYZ University,2nd,AI,Whatsapp
LD8615,Pune,XYZ University,3rd,AI,Mass-Mailing
LD8616,Kolkata,PQR College,1st,Data Science,College Collaboration
LD8617,Pune,GHI University,4th,Robotics,College Collaboration
LD8618,Pune,GHI University,4th,AI,Google Form
LD8619,Mumbai,DEF Academy,2nd,AI,Mass-Mailing
LD8620,Chennai,DEF Academy,3rd,AI,LinkedIn
LD8621,Pune,GHI University,3rd,Web Development,Whatsapp
LD8622,Surat,PQR College,4th,Electric Vehicle,LinkedIn
LD8623,Kolkata,GHI University,4th,Data Science,College Collaboration
LD8624,Kolkata,XYZ University,4th,Data Science,LinkedIn
LD8625,Kolkata,DEF Academy,4th,Web Development,Mass-Mailing
LD8626,Surat,GHI University,2nd,Data Science,Whatsapp
LD8627,Mumbai,XYZ University,3rd,AI,Mass-Mailing
LD8628,Mumbai,GHI University,3rd,Electric Vehicle,College Collaboration
LD8629,Kolkata,ABC Institute,1st,AI,Mass-Mailing
LD8630,Delhi,GHI University,4th,Data Science,Mass-Mailing
LD8631,Surat,XYZ University,3rd,Data Science,Instagram
LD8632,Ahmedabad,XYZ University,2nd,Web Development,College Collaboration
LD8633,Kolkata,XYZ University,1st,AI,Mass-Mailing
LD8634,Mumbai,XYZ University,2nd,Robotics,Whatsapp
LD8635,Kolkata,PQR College,4th,Electric Vehicle,Mass-Mailing
LD8636,Ahmedabad,ABC Institute,1st,Data Science,Whatsapp
LD8637,Mumbai,DEF Academy,1st,Robotics,Whatsapp
LD8638,Ahmedabad,PQR College,4th,Robotics,Instagram
LD8639,Kolkata,DEF Academy,1st,Electric Vehicle,Whatsapp
LD8640,Pune,DEF Academy,4th,Data Science,Google Form
LD8641,Ahmedabad,PQR College,1st,Robotics,College Collaboration
LD8642,Ahmedabad,GHI University,3rd,Data Science,Mass-Mailing
LD8643,Ahmedabad,PQR College,3rd,Web Development,Instagram
LD8644,Pune,PQR College,3rd,AI,Google Form
LD8645,Pune,XYZ University,3rd,Electric Vehicle,College Collaboration
LD8646,Surat,XYZ University,3rd,Data Science,Google Form
LD8647,Ahmedabad,GHI University,3rd,Web Development,Whatsapp
LD8648,Surat,GHI University,1st,Robotics,Google Form
LD8649,Surat,GHI University,3rd,AI,College Collaboration
LD8650,Ahmedabad,DEF Academy,3rd,Data Science,Whatsapp
LD8651,Pune,ABC Institute,4th,AI,Google Form
LD8652,Chennai,DEF Academy,1st,Robotics,LinkedIn
LD8653,Kolkata,XYZ University,4th,AI,LinkedIn
LD8654,Kolkata,XYZ University,3rd,Data Science,LinkedIn
LD8655,Surat,ABC Institute,1st,AI,Whatsapp
LD8656,Surat,GHI University,1st,Robotics,Whatsapp
LD8657,Mumbai,PQR College,3rd,Robotics,Instagram
LD8658,Delhi,ABC Institute,3rd,Electric Vehicle,Mass-Mailing
LD8659,Delhi,DEF Academy,3rd,Electric Vehicle,Mass-Mailing
LD8660,Delhi,DEF Academy,4th,Web Development,Mass-Mailing
LD8661,Surat,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD8662,Mumbai,PQR College,4th,Web Development,Google Form
LD8663,Kolkata,ABC Institute,1st,Robotics,Instagram
LD8664,Surat,PQR College,3rd,Web Development,Mass-Mailing
LD8665,Surat,ABC Institute,3rd,Data Science,College Collaboration
LD8666,Chennai,GHI University,3rd,Robotics,College Collaboration
LD8667,Delhi,DEF Academy,3rd,Data Science,Instagram
LD8668,Pune,DEF Academy,1st,Web Development,Mass-Mailing
LD8669,Ahmedabad,GHI University,1st,Robotics,College Collaboration
LD8670,Kolkata,GHI University,4th,Data Science,LinkedIn
LD8671,Mumbai,GHI University,3rd,Robotics,LinkedIn
LD8672,Pune,DEF Academy,4th,Robotics,Instagram
LD8673,Kolkata,ABC Institute,4th,Electric Vehicle,Whatsapp
LD8674,Mumbai,PQR College,3rd,Electric Vehicle,Instagram
LD8675,Ahmedabad,PQR College,3rd,Data Science,Google Form
LD8676,Surat,XYZ University,2nd,AI,Google Form
LD8677,Surat,GHI University,1st,Web Development,Whatsapp
LD8678,Surat,XYZ University,3rd,Data Science,Instagram
LD8679,Kolkata,GHI University,1st,Data Science,Whatsapp
LD8680,Surat,ABC Institute,2nd,AI,Google Form
LD8681,Pune,ABC Institute,2nd,Data Science,College Collaboration
LD8682,Pune,GHI University,2nd,Robotics,Mass-Mailing
LD8683,Delhi,XYZ University,1st,Web Development,LinkedIn
LD8684,Mumbai,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD8685,Kolkata,PQR College,3rd,Electric Vehicle,Instagram
LD8686,Delhi,DEF Academy,2nd,Electric Vehicle,Mass-Mailing
LD8687,Delhi,PQR College,4th,Electric Vehicle,Instagram
LD8688,Mumbai,DEF Academy,4th,Web Development,College Collaboration
LD8689,Kolkata,PQR College,1st,AI,Instagram
LD8690,Chennai,GHI University,4th,Robotics,Instagram
LD8691,Surat,PQR College,4th,AI,LinkedIn
LD8692,Ahmedabad,PQR College,2nd,AI,College Collaboration
LD8693,Surat,XYZ University,4th,AI,Mass-Mailing
LD8694,Ahmedabad,PQR College,1st,Data Science,Whatsapp
LD8695,Pune,XYZ University,3rd,Robotics,LinkedIn
LD8696,Ahmedabad,XYZ University,1st,AI,Mass-Mailing
LD8697,Delhi,PQR College,1st,Web Development,Instagram
LD8698,Chennai,GHI University,4th,Web Development,LinkedIn
LD8699,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD8700,Mumbai,GHI University,4th,Robotics,Google Form
LD8701,Pune,XYZ University,4th,Electric Vehicle,Whatsapp
LD8702,Surat,DEF Academy,3rd,Data Science,College Collaboration
LD8703,Kolkata,GHI University,3rd,Electric Vehicle,Google Form
LD8704,Delhi,GHI University,1st,Web Development,College Collaboration
LD8705,Ahmedabad,ABC Institute,3rd,Data Science,Whatsapp
LD8706,Ahmedabad,DEF Academy,1st,AI,Whatsapp
LD8707,Kolkata,XYZ University,3rd,Robotics,College Collaboration
LD8708,Delhi,GHI University,2nd,AI,LinkedIn
LD8709,Pune,XYZ University,1st,AI,College Collaboration
LD8710,Pune,XYZ University,1st,Robotics,Google Form
LD8711,Ahmedabad,DEF Academy,3rd,Data Science,College Collaboration
LD8712,Pune,PQR College,3rd,Electric Vehicle,Google Form
LD8713,Ahmedabad,XYZ University,3rd,Data Science,College Collaboration
LD8714,Kolkata,ABC Institute,4th,AI,Instagram
LD8715,Chennai,XYZ University,4th,Robotics,Google Form
LD8716,Kolkata,DEF Academy,4th,Electric Vehicle,LinkedIn
LD8717,Surat,GHI University,4th,Electric Vehicle,Whatsapp
LD8718,Kolkata,XYZ University,4th,Web Development,LinkedIn
LD8719,Kolkata,ABC Institute,1st,Web Development,Whatsapp
LD8720,Kolkata,DEF Academy,4th,Data Science,LinkedIn
LD8721,Surat,PQR College,4th,Web Development,Instagram
LD8722,Chennai,ABC Institute,3rd,Electric Vehicle,LinkedIn
LD8723,Surat,GHI University,2nd,Data Science,Whatsapp
LD8724,Pune,GHI University,2nd,AI,LinkedIn
LD8725,Chennai,GHI University,1st,AI,Mass-Mailing
LD8726,Delhi,ABC Institute,3rd,Web Development,Google Form
LD8727,Delhi,DEF Academy,3rd,Data Science,Instagram
LD8728,Kolkata,XYZ University,4th,Web Development,Google Form
LD8729,Kolkata,PQR College,1st,Electric Vehicle,Whatsapp
LD8730,Kolkata,ABC Institute,3rd,Robotics,LinkedIn
LD8731,Surat,PQR College,2nd,Electric Vehicle,Whatsapp
LD8732,Delhi,DEF Academy,4th,Robotics,Google Form
LD8733,Mumbai,PQR College,2nd,Web Development,Mass-Mailing
LD8734,Mumbai,DEF Academy,4th,Robotics,Mass-Mailing
LD8735,Delhi,XYZ University,3rd,Robotics,LinkedIn
LD8736,Delhi,DEF Academy,4th,Data Science,Instagram
LD8737,Pune,XYZ University,4th,Electric Vehicle,Mass-Mailing
LD8738,Surat,DEF Academy,3rd,Data Science,LinkedIn
LD8739,Chennai,GHI University,1st,Web Development,Google Form
LD8740,Chennai,XYZ University,2nd,AI,Mass-Mailing
LD8741,Kolkata,PQR College,3rd,Robotics,Mass-Mailing
LD8742,Surat,DEF Academy,4th,Robotics,Instagram
LD8743,Mumbai,XYZ University,1st,AI,Whatsapp
LD8744,Chennai,DEF Academy,4th,Web Development,Whatsapp
LD8745,Chennai,DEF Academy,1st,Data Science,Google Form
LD8746,Kolkata,DEF Academy,1st,AI,Mass-Mailing
LD8747,Pune,GHI University,3rd,Electric Vehicle,Instagram
LD8748,Kolkata,GHI University,1st,Robotics,Mass-Mailing
LD8749,Ahmedabad,PQR College,1st,Electric Vehicle,Google Form
LD8750,Mumbai,PQR College,4th,AI,Whatsapp
LD8751,Mumbai,PQR College,4th,Data Science,LinkedIn
LD8752,Delhi,ABC Institute,1st,Web Development,College Collaboration
LD8753,Surat,PQR College,4th,AI,Mass-Mailing
LD8754,Delhi,ABC Institute,3rd,Robotics,Instagram
LD8755,Kolkata,GHI University,1st,Robotics,Mass-Mailing
LD8756,Kolkata,GHI University,1st,Electric Vehicle,LinkedIn
LD8757,Surat,GHI University,3rd,Web Development,College Collaboration
LD8758,Mumbai,GHI University,2nd,Electric Vehicle,Google Form
LD8759,Delhi,ABC Institute,4th,AI,Mass-Mailing
LD8760,Delhi,PQR College,1st,Web Development,LinkedIn
LD8761,Delhi,DEF Academy,1st,Electric Vehicle,Instagram
LD8762,Mumbai,DEF Academy,4th,Electric Vehicle,Google Form
